Sales_ID,Sales_Date,Customer_Name,Gender,Country,Category,Product,Quantity,Unit_Price,Payment method
S10289,2025-03-14,Mary Johnson,Male,Nigeria,Electronics,Laptop,3,450000,Cash
S10290,2025-11-06,David Okoro,Female,United States,Clothing,Jacket,8,70000,Cash
S10291,2025-05-18,Aisha Bello,Female,United Kingdom,Electronics,Headphones,5,45000,Cash
S10292,2025-05-17,Daniel Adeyemi,Male,Ghana,Furniture,Desk,4,150000,Bank Transfer
S10293,2025-07-30,Grace Musa,Female,South Africa,Groceries,Sugar,8,18000,Card
S10294,2025-11-30,David Okoro,Male,South Africa,Clothing,Sneakers,7,55000,Mobile Money
S10295,2025-08-30,Ibrahim Yusuf,Male,South Africa,Furniture,Office Chair,7,95000,Bank Transfer
S10296,2025-05-31,Esther Eze,Female,Kenya,Electronics,Laptop,1,450000,Cash
S10297,2025-03-11,Blessing Okafor,Male,Ghana,Groceries,Rice,10,85000,Card
S10298,2025-03-25,Ibrahim Yusuf,Male,United Kingdom,Furniture,Office Chair,7,95000,Bank Transfer
S10299,2025-03-17,Hauwa Sule,Female,Nigeria,Furniture,Desk,2,150000,Mobile Money
S10300,2025-12-04,Emeka Nwosu,Female,Kenya,Clothing,T-Shirt,1,12000,Bank Transfer
S10301,2025-11-21,John Williams,Female,South Africa,Furniture,Table,3,120000,Mobile Money
S10302,2025-12-13,Grace Musa,Male,Kenya,Electronics,Tablet,3,180000,Mobile Money
S10303,2025-01-10,John Williams,Male,Nigeria,Clothing,Jacket,1,70000,Bank Transfer
S10304,2025-01-30,Daniel Adeyemi,Male,Nigeria,Furniture,Bookshelf,3,85000,Mobile Money
S10305,2025-01-19,Aisha Bello,Male,Kenya,Furniture,Table,9,120000,Cash
S10306,2025-03-29,Michael James,Female,South Africa,Groceries,Cereal,2,9500,Card
S10307,2025-12-25,Mary Johnson,Female,Kenya,Clothing,Jacket,5,70000,Mobile Money
S10308,2025-11-24,Peter Osei,Female,South Africa,Clothing,T-Shirt,5,12000,Mobile Money
S10309,2025-10-15,Samuel Obi,Female,United Kingdom,Electronics,Tablet,10,180000,Card
S10310,2025-09-21,Michael James,Male,South Africa,Furniture,Office Chair,6,95000,Mobile Money
S10311,2025-12-01,Peter Osei,Male,Kenya,Groceries,Cereal,6,9500,Card
S10312,2025-02-18,Sarah Ahmed,Female,Kenya,Furniture,Bookshelf,8,85000,Card
S10313,2025-09-28,Sarah Ahmed,Female,Nigeria,Groceries,Cereal,10,9500,Card
S10314,2025-03-21,Esther Eze,Female,Kenya,Clothing,T-Shirt,2,12000,Mobile Money
S10315,2025-05-10,Samuel Obi,Female,United States,Furniture,Desk,3,150000,Mobile Money
S10316,2025-09-12,Emeka Nwosu,Female,United Kingdom,Furniture,Office Chair,7,95000,Mobile Money
S10317,2025-04-03,Daniel Adeyemi,Male,United States,Electronics,Tablet,6,180000,Card
S10318,2025-11-25,Peter Osei,Male,Nigeria,Electronics,Headphones,2,45000,Bank Transfer
S10319,2025-09-02,John Williams,Female,South Africa,Clothing,Jeans,10,28000,Card
S10320,2025-07-07,Daniel Adeyemi,Female,South Africa,Groceries,Rice,2,85000,Cash
S10321,2025-11-03,Blessing Okafor,Female,Ghana,Clothing,Sneakers,9,55000,Mobile Money
S10322,2025-04-13,Joy Emmanuel,Female,Kenya,Groceries,Cereal,2,9500,Bank Transfer
S10323,2025-06-14,Blessing Okafor,Male,United States,Electronics,Laptop,3,450000,Card
S10324,2025-11-26,Victor Chukwu,Female,South Africa,Clothing,Jeans,4,28000,Mobile Money
S10325,2025-04-04,Sarah Ahmed,Male,United States,Clothing,Jeans,10,28000,Card
S10326,2025-06-02,Aisha Bello,Male,Ghana,Furniture,Table,5,120000,Cash
S10327,2025-12-05,Blessing Okafor,Male,South Africa,Electronics,Smartphone,2,280000,Bank Transfer
S10328,2025-08-19,Emeka Nwosu,Female,United Kingdom,Furniture,Bookshelf,2,85000,Bank Transfer
S10329,2025-07-08,Michael James,Male,United States,Groceries,Cereal,3,9500,Bank Transfer
S10330,2025-01-29,Daniel Adeyemi,Male,Kenya,Electronics,Smartphone,3,280000,Mobile Money
S10331,2025-02-05,Peter Osei,Male,South Africa,Furniture,Desk,9,150000,Card
S10332,2025-06-27,Mary Johnson,Male,Kenya,Clothing,Jacket,8,70000,Cash
S10333,2025-05-11,Mary Johnson,Male,South Africa,Groceries,Rice,9,85000,Mobile Money
S10334,2025-08-23,Joy Emmanuel,Female,Ghana,Furniture,Table,2,120000,Cash
S10335,2025-08-24,Fatima Ibrahim,Male,United Kingdom,Clothing,Sneakers,5,55000,Card
S10336,2025-08-16,Daniel Adeyemi,Male,Kenya,Furniture,Table,9,120000,Bank Transfer
S10337,2025-01-17,Peter Osei,Male,United States,Electronics,Headphones,4,45000,Bank Transfer
S10338,2025-06-20,John Williams,Male,South Africa,Electronics,Headphones,2,45000,Card
S10339,2025-03-26,Ibrahim Yusuf,Male,Ghana,Clothing,Sneakers,4,55000,Cash
S10340,2025-07-29,Blessing Okafor,Female,Kenya,Groceries,Sugar,10,18000,Bank Transfer
S10341,2025-09-14,David Okoro,Female,United States,Electronics,Smartphone,3,280000,Card
S10342,2025-04-15,Samuel Obi,Female,South Africa,Clothing,Jeans,3,28000,Bank Transfer
S10343,2025-11-03,Grace Musa,Male,South Africa,Furniture,Table,9,120000,Bank Transfer
S10344,2025-08-22,Blessing Okafor,Male,United States,Groceries,Cereal,2,9500,Mobile Money
S10345,2025-11-21,Esther Eze,Female,Ghana,Groceries,Rice,8,85000,Bank Transfer
S10346,2025-07-31,Victor Chukwu,Male,United Kingdom,Groceries,Sugar,8,18000,Bank Transfer
S10347,2025-07-01,Joy Emmanuel,Male,Nigeria,Electronics,Laptop,3,450000,Mobile Money
S10348,2025-09-07,Esther Eze,Male,United States,Furniture,Office Chair,5,95000,Card
S10349,2025-08-20,Fatima Ibrahim,Male,Kenya,Groceries,Rice,3,85000,Cash
S10350,2025-05-21,Peter Osei,Male,United States,Furniture,Bookshelf,2,85000,Cash
S10351,2025-12-08,Mary Johnson,Male,United Kingdom,Clothing,Jacket,8,70000,Cash
S10352,2025-07-04,Peter Osei,Male,South Africa,Electronics,Tablet,2,180000,Card
S10353,2025-06-22,Daniel Adeyemi,Female,Kenya,Furniture,Office Chair,5,95000,Card
S10354,2025-10-29,Grace Musa,Male,United Kingdom,Furniture,Desk,3,150000,Mobile Money
S10355,2025-03-02,Peter Osei,Female,Ghana,Groceries,Cooking Oil,2,32000,Cash
S10356,2025-12-13,John Williams,Female,Kenya,Clothing,T-Shirt,3,12000,Card
S10357,2025-02-14,Victor Chukwu,Female,United States,Groceries,Rice,1,85000,Bank Transfer
S10358,2025-01-20,Michael James,Male,Ghana,Clothing,Jeans,8,28000,Mobile Money
S10359,2025-02-13,Emeka Nwosu,Male,United Kingdom,Electronics,Smartphone,1,280000,Bank Transfer
S10360,2025-03-05,Ruth Adams,Female,Kenya,Groceries,Cooking Oil,9,32000,Card
S10361,2025-08-14,Ruth Adams,Male,Nigeria,Furniture,Office Chair,5,95000,Card
S10362,2025-08-17,Hauwa Sule,Female,United States,Electronics,Laptop,9,450000,Mobile Money
S10363,2025-02-13,Victor Chukwu,Male,Kenya,Furniture,Table,2,120000,Bank Transfer
S10364,2025-12-03,Victor Chukwu,Female,South Africa,Electronics,Smartphone,10,280000,Cash
S10365,2025-09-24,David Okoro,Male,Nigeria,Groceries,Cereal,7,9500,Cash
S10366,2025-04-14,Ibrahim Yusuf,Male,Nigeria,Furniture,Office Chair,3,95000,Cash
S10367,2025-09-06,Hauwa Sule,Female,Ghana,Clothing,Jacket,6,70000,Card
S10368,2025-09-05,Blessing Okafor,Female,Kenya,Groceries,Rice,9,85000,Cash
S10369,2025-12-12,Joy Emmanuel,Female,Nigeria,Groceries,Rice,8,85000,Card
S10370,2025-01-05,Daniel Adeyemi,Male,Ghana,Groceries,Cooking Oil,9,32000,Cash
S10371,2025-02-08,David Okoro,Female,Kenya,Electronics,Laptop,7,450000,Card
S10372,2025-09-27,Samuel Obi,Female,Ghana,Clothing,T-Shirt,7,12000,Bank Transfer
S10373,2025-04-06,Daniel Adeyemi,Male,Ghana,Groceries,Rice,4,85000,Cash
S10374,2025-06-04,Michael James,Female,Kenya,Furniture,Office Chair,2,95000,Mobile Money
S10375,2025-11-01,Michael James,Female,United States,Electronics,Tablet,10,180000,Card
S10376,2025-11-23,Esther Eze,Male,Ghana,Furniture,Bookshelf,1,85000,Mobile Money
S10377,2025-05-20,Aisha Bello,Female,Nigeria,Electronics,Smartphone,7,280000,Bank Transfer
S10378,2025-07-26,Samuel Obi,Female,South Africa,Electronics,Smartphone,1,280000,Card
S10379,2025-06-06,Samuel Obi,Female,United States,Groceries,Rice,6,85000,Mobile Money
S10380,2025-06-09,Mary Johnson,Female,Nigeria,Electronics,Laptop,10,450000,Cash
S10381,2025-07-14,Michael James,Female,Kenya,Furniture,Desk,7,150000,Bank Transfer
S10382,2025-02-05,Samuel Obi,Male,Ghana,Groceries,Cereal,3,9500,Cash
S10383,2025-07-07,Joy Emmanuel,Female,Kenya,Clothing,T-Shirt,7,12000,Cash
S10384,2025-10-03,Michael James,Female,Kenya,Groceries,Cooking Oil,2,32000,Cash
S10385,2025-10-08,Esther Eze,Female,Ghana,Clothing,Sneakers,2,55000,Card
S10386,2025-08-10,David Okoro,Female,Kenya,Groceries,Cereal,3,9500,Cash
S10387,2025-06-26,Daniel Adeyemi,Female,Nigeria,Furniture,Table,3,120000,Cash
S10388,2025-07-22,Mary Johnson,Male,South Africa,Electronics,Laptop,6,450000,Cash
S10389,2025-07-20,Grace Musa,Male,United States,Groceries,Rice,8,85000,Card
S10390,2025-12-30,David Okoro,Female,Nigeria,Electronics,Tablet,3,180000,Mobile Money
S10391,2025-05-12,Sarah Ahmed,Female,Ghana,Furniture,Table,6,120000,Card
S10392,2025-01-24,Joy Emmanuel,Male,Nigeria,Clothing,Sneakers,10,55000,Card
S10393,2025-03-09,Victor Chukwu,Female,Nigeria,Groceries,Cereal,2,9500,Bank Transfer
S10394,2025-09-12,Esther Eze,Male,United States,Furniture,Desk,9,150000,Cash
S10395,2025-07-01,Victor Chukwu,Female,Kenya,Furniture,Bookshelf,10,85000,Bank Transfer
S10396,2025-12-04,Aisha Bello,Female,United Kingdom,Furniture,Bookshelf,4,85000,Cash
S10397,2025-10-22,Hauwa Sule,Female,United Kingdom,Groceries,Rice,4,85000,Card
S10398,2025-02-16,Fatima Ibrahim,Male,Ghana,Electronics,Smartphone,10,280000,Mobile Money
S10399,2025-07-08,Samuel Obi,Female,United States,Groceries,Cooking Oil,6,32000,Cash
S10400,2025-10-24,Anthony Brown,Female,Ghana,Groceries,Cooking Oil,8,32000,Cash
S10401,2025-11-08,Emeka Nwosu,Male,Nigeria,Electronics,Laptop,9,450000,Mobile Money
S10402,2025-01-02,Mary Johnson,Female,United States,Electronics,Tablet,3,180000,Bank Transfer
S10403,2025-09-14,Ruth Adams,Male,Nigeria,Electronics,Laptop,9,450000,Bank Transfer
S10404,2025-12-08,Ruth Adams,Male,Kenya,Electronics,Tablet,5,180000,Bank Transfer
S10405,2025-08-12,Anthony Brown,Female,Ghana,Clothing,Jeans,9,28000,Bank Transfer
S10406,2025-03-12,Michael James,Female,Ghana,Clothing,Jeans,3,28000,Cash
S10407,2025-01-12,Emeka Nwosu,Female,United Kingdom,Furniture,Office Chair,4,95000,Cash
S10408,2025-02-20,Grace Musa,Male,Kenya,Furniture,Desk,6,150000,Card
S10409,2025-12-08,Aisha Bello,Female,Ghana,Electronics,Tablet,4,180000,Cash
S10410,2025-02-20,Aisha Bello,Male,South Africa,Groceries,Sugar,8,18000,Mobile Money
S10411,2025-09-25,Sarah Ahmed,Female,United Kingdom,Clothing,Jacket,7,70000,Cash
S10412,2025-10-14,Joy Emmanuel,Male,Nigeria,Furniture,Desk,5,150000,Cash
S10413,2025-03-11,Grace Musa,Female,Ghana,Groceries,Sugar,7,18000,Card
S10414,2025-04-01,Emeka Nwosu,Female,United States,Electronics,Laptop,1,450000,Mobile Money
S10415,2025-09-24,David Okoro,Male,Kenya,Clothing,Jacket,4,70000,Card
S10416,2025-05-05,Michael James,Male,Nigeria,Furniture,Bookshelf,1,85000,Mobile Money
S10417,2025-09-11,John Williams,Male,South Africa,Furniture,Desk,2,150000,Bank Transfer
S10418,2025-12-14,Aisha Bello,Male,Ghana,Furniture,Desk,5,150000,Cash
S10419,2025-11-17,Sarah Ahmed,Female,South Africa,Furniture,Office Chair,5,95000,Cash
S10420,2025-03-02,Sarah Ahmed,Female,Ghana,Furniture,Desk,8,150000,Cash
S10421,2025-09-10,Fatima Ibrahim,Male,Kenya,Groceries,Cereal,10,9500,Cash
S10422,2025-10-30,John Williams,Female,United Kingdom,Clothing,T-Shirt,4,12000,Cash
S10423,2025-02-21,Ruth Adams,Male,South Africa,Furniture,Table,5,120000,Cash
S10424,2025-07-07,Ruth Adams,Male,Nigeria,Furniture,Office Chair,8,95000,Card
S10425,2025-11-02,Mary Johnson,Male,South Africa,Clothing,Jeans,2,28000,Mobile Money
S10426,2025-01-14,Blessing Okafor,Male,Nigeria,Clothing,Jeans,7,28000,Mobile Money
S10427,2025-07-15,Joy Emmanuel,Male,United States,Groceries,Sugar,10,18000,Mobile Money
S10428,2025-09-14,Mary Johnson,Male,Nigeria,Electronics,Headphones,10,45000,Cash
S10429,2025-12-29,Fatima Ibrahim,Female,United States,Groceries,Sugar,8,18000,Mobile Money
S10430,2025-01-04,Sarah Ahmed,Male,United Kingdom,Electronics,Smartphone,10,280000,Mobile Money
S10431,2025-09-06,Samuel Obi,Male,United States,Electronics,Headphones,8,45000,Bank Transfer
S10432,2025-03-26,Michael James,Female,Kenya,Groceries,Rice,8,85000,Cash
S10433,2025-06-26,Joy Emmanuel,Female,Kenya,Clothing,Jeans,7,28000,Cash
S10434,2025-12-20,Peter Osei,Female,United Kingdom,Clothing,Jacket,6,70000,Cash
S10435,2025-12-21,Hauwa Sule,Female,Ghana,Clothing,T-Shirt,9,12000,Cash
S10436,2025-08-13,David Okoro,Male,Nigeria,Clothing,Jeans,8,28000,Cash
S10437,2025-07-06,John Williams,Female,United Kingdom,Groceries,Cooking Oil,7,32000,Cash
S10438,2025-03-06,Anthony Brown,Female,Ghana,Electronics,Smartphone,8,280000,Bank Transfer
S10439,2025-09-02,Grace Musa,Female,Nigeria,Groceries,Cooking Oil,7,32000,Cash
S10440,2025-11-08,Samuel Obi,Male,Kenya,Clothing,Jeans,7,28000,Cash
S10441,2025-09-20,Ibrahim Yusuf,Male,Ghana,Electronics,Headphones,5,45000,Bank Transfer
S10442,2025-04-11,John Williams,Female,Kenya,Groceries,Cereal,4,9500,Mobile Money
S10443,2025-09-07,Aisha Bello,Female,United Kingdom,Groceries,Cereal,10,9500,Bank Transfer
S10444,2025-03-30,Grace Musa,Female,Kenya,Groceries,Rice,6,85000,Bank Transfer
S10445,2025-10-10,Mary Johnson,Male,Nigeria,Groceries,Sugar,10,18000,Mobile Money
S10446,2025-10-08,Anthony Brown,Female,Kenya,Groceries,Cooking Oil,7,32000,Mobile Money
S10447,2025-08-10,Blessing Okafor,Male,United States,Furniture,Office Chair,9,95000,Mobile Money
S10448,2025-11-27,Victor Chukwu,Male,Kenya,Groceries,Sugar,2,18000,Mobile Money
S10449,2025-02-27,Blessing Okafor,Male,Ghana,Clothing,Sneakers,6,55000,Card
S10450,2025-01-16,John Williams,Female,United Kingdom,Groceries,Cereal,5,9500,Mobile Money
S10451,2025-08-26,Ruth Adams,Male,South Africa,Electronics,Headphones,4,45000,Cash
S10452,2025-09-23,David Okoro,Male,Ghana,Furniture,Bookshelf,4,85000,Bank Transfer
S10453,2025-08-24,Blessing Okafor,Male,Nigeria,Furniture,Table,8,120000,Bank Transfer
S10454,2025-12-17,Aisha Bello,Female,Kenya,Clothing,Sneakers,4,55000,Card
S10455,2025-12-05,Mary Johnson,Female,United States,Clothing,Jacket,7,70000,Mobile Money
S10456,2025-09-27,Aisha Bello,Male,United Kingdom,Furniture,Table,4,120000,Bank Transfer
S10457,2025-12-04,Esther Eze,Male,United States,Electronics,Tablet,1,180000,Card
S10458,2025-04-09,Mary Johnson,Male,South Africa,Clothing,Sneakers,9,55000,Bank Transfer
S10459,2025-10-21,Michael James,Female,South Africa,Clothing,T-Shirt,9,12000,Bank Transfer
S10460,2025-07-27,Anthony Brown,Female,Ghana,Furniture,Desk,3,150000,Mobile Money
S10461,2025-07-17,Mary Johnson,Male,United States,Electronics,Smartphone,1,280000,Card
S10462,2025-07-20,Sarah Ahmed,Female,United Kingdom,Electronics,Tablet,10,180000,Cash
S10463,2025-09-13,David Okoro,Male,South Africa,Electronics,Laptop,8,450000,Mobile Money
S10464,2025-07-13,Mary Johnson,Male,United States,Electronics,Tablet,1,180000,Bank Transfer
S10465,2025-06-11,Fatima Ibrahim,Male,South Africa,Furniture,Office Chair,2,95000,Cash
S10466,2025-06-21,Anthony Brown,Male,United Kingdom,Groceries,Rice,4,85000,Bank Transfer
S10467,2025-01-09,Michael James,Male,Nigeria,Clothing,Sneakers,9,55000,Mobile Money
S10468,2025-10-09,Samuel Obi,Male,Nigeria,Clothing,Jacket,2,70000,Cash
S10469,2025-01-21,Hauwa Sule,Male,United States,Furniture,Desk,2,150000,Bank Transfer
S10470,2025-03-22,Fatima Ibrahim,Female,Nigeria,Clothing,Jacket,2,70000,Card
S10471,2025-03-24,Blessing Okafor,Female,United States,Electronics,Tablet,2,180000,Cash
S10472,2025-11-22,Ibrahim Yusuf,Female,Kenya,Electronics,Laptop,8,450000,Bank Transfer
S10473,2025-09-26,Ibrahim Yusuf,Male,South Africa,Electronics,Tablet,7,180000,Mobile Money
S10474,2025-07-24,Peter Osei,Male,Nigeria,Groceries,Cereal,3,9500,Cash
S10475,2025-04-19,Ruth Adams,Female,United Kingdom,Clothing,T-Shirt,8,12000,Card
S10476,2025-05-03,Mary Johnson,Female,South Africa,Furniture,Bookshelf,2,85000,Mobile Money
S10477,2025-11-14,Fatima Ibrahim,Female,Nigeria,Furniture,Office Chair,9,95000,Card
S10478,2025-01-28,Samuel Obi,Female,Kenya,Groceries,Rice,7,85000,Card
S10479,2025-07-25,Hauwa Sule,Female,South Africa,Electronics,Laptop,3,450000,Cash
S10480,2025-12-06,Blessing Okafor,Female,Nigeria,Furniture,Bookshelf,9,85000,Card
S10481,2025-10-31,Grace Musa,Female,South Africa,Furniture,Table,10,120000,Mobile Money
S10482,2025-09-01,Blessing Okafor,Male,South Africa,Electronics,Headphones,1,45000,Cash
S10483,2025-09-05,Victor Chukwu,Male,Nigeria,Furniture,Table,10,120000,Bank Transfer
S10484,2025-09-08,John Williams,Male,Ghana,Clothing,Jacket,8,70000,Bank Transfer
S10485,2025-07-16,Daniel Adeyemi,Male,United States,Furniture,Bookshelf,4,85000,Cash
S10486,2025-02-23,Victor Chukwu,Female,United States,Groceries,Sugar,2,18000,Cash
S10487,2025-09-19,Peter Osei,Male,Kenya,Clothing,Jacket,10,70000,Card
S10488,2025-12-19,Esther Eze,Female,Ghana,Clothing,T-Shirt,6,12000,Cash
S10489,2025-11-07,Joy Emmanuel,Female,United States,Furniture,Office Chair,10,95000,Card
S10490,2025-10-23,David Okoro,Female,United Kingdom,Furniture,Office Chair,8,95000,Card
S10491,2025-01-08,Sarah Ahmed,Female,United Kingdom,Clothing,Jeans,7,28000,Mobile Money
S10492,2025-09-10,Blessing Okafor,Female,South Africa,Clothing,Sneakers,3,55000,Card
S10493,2025-10-30,Victor Chukwu,Male,Ghana,Furniture,Bookshelf,4,85000,Bank Transfer
S10494,2025-11-01,Hauwa Sule,Female,United States,Groceries,Cooking Oil,2,32000,Bank Transfer
S10495,2025-04-12,Peter Osei,Male,United Kingdom,Furniture,Table,2,120000,Cash
S10496,2025-10-08,David Okoro,Male,Kenya,Furniture,Desk,3,150000,Bank Transfer
S10497,2025-01-16,Michael James,Male,United Kingdom,Groceries,Cooking Oil,1,32000,Bank Transfer
S10498,2025-09-22,Victor Chukwu,Female,Ghana,Furniture,Office Chair,9,95000,Bank Transfer
S10499,2025-01-03,Peter Osei,Female,United Kingdom,Electronics,Headphones,1,45000,Cash
S10500,2025-07-17,Samuel Obi,Female,United Kingdom,Groceries,Cooking Oil,9,32000,Card
S10501,2025-10-24,Ibrahim Yusuf,Male,Ghana,Clothing,Sneakers,3,55000,Cash
S10502,2025-02-08,Fatima Ibrahim,Female,Ghana,Furniture,Office Chair,3,95000,Bank Transfer
S10503,2025-10-10,Mary Johnson,Male,Ghana,Electronics,Tablet,6,180000,Cash
S10504,2025-02-25,Grace Musa,Female,United Kingdom,Groceries,Cereal,4,9500,Card
S10505,2025-05-27,Victor Chukwu,Female,Nigeria,Electronics,Smartphone,6,280000,Card
S10506,2025-09-19,John Williams,Female,Ghana,Clothing,Sneakers,10,55000,Mobile Money
S10507,2025-03-06,Joy Emmanuel,Male,United States,Electronics,Laptop,10,450000,Card
S10508,2025-06-18,Daniel Adeyemi,Female,Kenya,Electronics,Tablet,9,180000,Bank Transfer
S10509,2025-03-19,Hauwa Sule,Female,South Africa,Electronics,Tablet,1,180000,Bank Transfer
S10510,2025-05-19,Grace Musa,Male,Ghana,Clothing,Sneakers,9,55000,Cash
S10511,2025-03-19,Peter Osei,Male,Ghana,Electronics,Smartphone,9,280000,Mobile Money
S10512,2025-05-03,Joy Emmanuel,Female,Nigeria,Electronics,Smartphone,2,280000,Cash
S10513,2025-08-19,Victor Chukwu,Male,United Kingdom,Electronics,Smartphone,4,280000,Bank Transfer
S10514,2025-05-28,Sarah Ahmed,Female,Kenya,Furniture,Table,1,120000,Mobile Money
S10515,2025-10-15,Ruth Adams,Male,United States,Electronics,Laptop,2,450000,Bank Transfer
S10516,2025-02-09,Emeka Nwosu,Male,Kenya,Electronics,Tablet,8,180000,Mobile Money
S10517,2025-04-28,Ibrahim Yusuf,Male,Ghana,Furniture,Office Chair,7,95000,Bank Transfer
S10518,2025-07-11,Aisha Bello,Male,Nigeria,Clothing,Sneakers,1,55000,Cash
S10519,2025-04-11,Esther Eze,Female,Ghana,Furniture,Office Chair,7,95000,Card
S10520,2025-01-19,Emeka Nwosu,Female,Ghana,Clothing,Jeans,2,28000,Card
S10521,2025-06-16,Michael James,Male,Kenya,Electronics,Headphones,2,45000,Card
S10522,2025-05-26,Mary Johnson,Male,Nigeria,Furniture,Bookshelf,5,85000,Cash
S10523,2025-01-09,Joy Emmanuel,Female,United Kingdom,Clothing,Sneakers,5,55000,Card
S10524,2025-08-06,Ibrahim Yusuf,Male,Kenya,Groceries,Sugar,4,18000,Card
S10525,2025-07-27,Mary Johnson,Female,South Africa,Furniture,Bookshelf,8,85000,Mobile Money
S10526,2025-07-06,Victor Chukwu,Male,Ghana,Groceries,Sugar,10,18000,Cash
S10527,2025-07-11,Fatima Ibrahim,Male,United States,Groceries,Cooking Oil,2,32000,Cash
S10528,2025-07-20,David Okoro,Female,United Kingdom,Electronics,Headphones,9,45000,Mobile Money
S10529,2025-09-23,Samuel Obi,Female,Ghana,Clothing,Sneakers,8,55000,Cash
S10530,2025-05-26,Aisha Bello,Male,United Kingdom,Furniture,Bookshelf,3,85000,Card
S10531,2025-06-12,Ruth Adams,Male,United States,Furniture,Desk,8,150000,Bank Transfer
S10532,2025-11-20,Samuel Obi,Male,Kenya,Electronics,Smartphone,6,280000,Card
S10533,2025-08-08,John Williams,Female,South Africa,Electronics,Smartphone,8,280000,Cash
S10534,2025-11-01,Hauwa Sule,Female,United States,Electronics,Tablet,5,180000,Card
S10535,2025-03-22,Ruth Adams,Male,United Kingdom,Furniture,Table,5,120000,Mobile Money
S10536,2025-12-04,John Williams,Female,South Africa,Clothing,Jacket,10,70000,Cash
S10537,2025-08-07,Samuel Obi,Male,United Kingdom,Clothing,Jacket,5,70000,Card
S10538,2025-12-16,John Williams,Male,United States,Clothing,Jeans,4,28000,Mobile Money
S10539,2025-11-30,Anthony Brown,Female,Ghana,Groceries,Rice,10,85000,Card
S10540,2025-06-23,David Okoro,Male,United Kingdom,Furniture,Office Chair,10,95000,Card
S10541,2025-09-26,David Okoro,Male,Kenya,Clothing,T-Shirt,3,12000,Mobile Money
S10542,2025-07-14,Esther Eze,Female,United Kingdom,Electronics,Tablet,8,180000,Mobile Money
S10543,2025-09-24,Emeka Nwosu,Male,United Kingdom,Clothing,Jeans,3,28000,Bank Transfer
S10544,2025-06-04,Emeka Nwosu,Male,Ghana,Clothing,Sneakers,7,55000,Mobile Money
S10545,2025-01-10,Esther Eze,Female,Ghana,Clothing,T-Shirt,10,12000,Cash
S10546,2025-09-08,Victor Chukwu,Male,Nigeria,Clothing,Jacket,8,70000,Card
S10547,2025-11-20,Peter Osei,Female,Nigeria,Electronics,Headphones,9,45000,Mobile Money
S10548,2025-12-14,John Williams,Male,South Africa,Clothing,Jacket,3,70000,Bank Transfer
S10549,2025-08-18,Michael James,Female,Kenya,Furniture,Desk,4,150000,Cash
S10550,2025-03-13,Aisha Bello,Female,United States,Electronics,Laptop,4,450000,Bank Transfer
S10551,2025-07-21,Mary Johnson,Female,United States,Furniture,Bookshelf,10,85000,Bank Transfer
S10552,2025-12-07,Emeka Nwosu,Female,United States,Groceries,Cereal,7,9500,Card
S10553,2025-04-01,John Williams,Female,Kenya,Furniture,Table,5,120000,Bank Transfer
S10554,2025-03-31,Samuel Obi,Female,United States,Furniture,Desk,3,150000,Cash
S10555,2025-05-26,Victor Chukwu,Male,Ghana,Clothing,Jacket,7,70000,Cash
S10556,2025-05-28,Emeka Nwosu,Female,Nigeria,Electronics,Smartphone,2,280000,Bank Transfer
S10557,2025-03-13,Emeka Nwosu,Male,United States,Clothing,Sneakers,7,55000,Mobile Money
S10558,2025-03-11,Anthony Brown,Female,Nigeria,Groceries,Rice,4,85000,Bank Transfer
S10559,2025-10-27,Hauwa Sule,Male,United Kingdom,Clothing,T-Shirt,3,12000,Cash
S10560,2025-06-28,Ibrahim Yusuf,Male,Kenya,Groceries,Cooking Oil,7,32000,Bank Transfer
S10561,2025-05-06,Hauwa Sule,Male,United States,Furniture,Table,2,120000,Cash
S10562,2025-12-10,Fatima Ibrahim,Male,United Kingdom,Groceries,Sugar,4,18000,Mobile Money
S10563,2025-01-01,Ibrahim Yusuf,Female,United Kingdom,Furniture,Office Chair,2,95000,Cash
S10564,2025-06-04,Hauwa Sule,Female,United Kingdom,Groceries,Sugar,10,18000,Bank Transfer
S10565,2025-11-03,Samuel Obi,Female,South Africa,Furniture,Table,8,120000,Cash
S10566,2025-04-16,Grace Musa,Female,United States,Furniture,Office Chair,4,95000,Card
S10567,2025-02-21,Hauwa Sule,Male,United States,Groceries,Cereal,5,9500,Card
S10568,2025-01-23,Blessing Okafor,Male,United Kingdom,Groceries,Rice,3,85000,Mobile Money
S10569,2025-03-14,Ruth Adams,Female,Ghana,Groceries,Sugar,4,18000,Mobile Money
S10570,2025-12-27,Fatima Ibrahim,Male,Ghana,Clothing,Jeans,4,28000,Card
S10571,2025-11-02,Daniel Adeyemi,Male,United States,Groceries,Cooking Oil,8,32000,Cash
S10572,2025-05-06,Emeka Nwosu,Female,South Africa,Electronics,Headphones,10,45000,Bank Transfer
S10573,2025-07-10,Fatima Ibrahim,Female,Ghana,Furniture,Desk,10,150000,Card
S10574,2025-03-03,Victor Chukwu,Male,United Kingdom,Electronics,Headphones,6,45000,Mobile Money
S10575,2025-01-17,Hauwa Sule,Female,Kenya,Clothing,Jacket,1,70000,Cash
S10576,2025-08-22,Blessing Okafor,Female,United Kingdom,Clothing,Jacket,5,70000,Card
S10577,2025-02-09,Anthony Brown,Female,Kenya,Groceries,Cooking Oil,3,32000,Mobile Money
